date,Major Incident Type,Incident Count
17/05/2014,False Alarm,13
28/06/2014,Medical/Rescue,84
12/12/2013,Investigation,9
13/01/2014,Fire,2
01/03/2014,Fire,6
26/03/2014,False Alarm,17
03/04/2014,Fire,5
17/04/2014,Fire,4
31/05/2014,Medical/Rescue,76
19/06/2013,False Alarm,37
16/10/2013,False Alarm,25
03/11/2013,Fire,2
08/11/2013,Fire,3
15/12/2013,False Alarm,24
10/03/2014,Investigation,15
12/04/2014,False Alarm,20
21/04/2014,Fire,8
29/04/2014,Medical/Rescue,71
29/05/2014,Fire,2
12/01/2014,Fire,3
18/02/2014,Fire,2
12/03/2014,Fire,13
08/05/2014,Fire,6
18/05/2014,Fire,6
07/07/2013,False Alarm,22
27/11/2013,Fire,5
01/12/2013,Fire,3
16/12/2013,Fire,4
21/12/2013,Fire,4
24/12/2013,Investigation,15
06/02/2014,Fire,4
19/02/2014,False Alarm,21
09/03/2014,Fire,4
05/04/2014,Fire,7
20/04/2014,Fire,3
01/05/2014,Fire,8
29/05/2014,False Alarm,37
28/06/2014,Fire,8
06/07/2014,False Alarm,19
07/12/2013,Fire,1
10/12/2013,Fire,4
17/12/2013,Fire,5
25/12/2013,Fire,5
30/12/2013,Fire,2
23/01/2014,Investigation,6
08/03/2014,Fire,6
08/05/2014,False Alarm,17
25/05/2014,Fire,8
28/05/2014,False Alarm,26
07/07/2014,Fire,4
30/07/2014,Fire,13
06/08/2011,Investigation,14
06/08/2011,Medical/Rescue,72
06/08/2011,Public Service Assistance,24
06/08/2011,Rupture/Explosion,1
07/08/2011,Fire,5
07/08/2011,Hazardous Condition,22
07/08/2011,Investigation,6
07/08/2011,Medical/Rescue,58
07/08/2011,Public Service Assistance,14
08/08/2011,Hazardous Condition,30
08/08/2011,Investigation,14
08/08/2011,Medical/Rescue,60
06/08/2014,Fire,4
21/08/2011,False Alarm,18
21/08/2011,Hazardous Condition,19
21/08/2011,Investigation,18
21/08/2011,Medical/Rescue,82
21/08/2011,Public Service Assistance,20
22/08/2011,False Alarm,11
16/08/2013,False Alarm,29
13/12/2013,Medical/Rescue,89
18/01/2014,Fire,8
23/01/2014,Fire,3
24/02/2014,False Alarm,33
14/03/2014,False Alarm,18
17/03/2014,Investigation,24
22/05/2014,Investigation,15
05/06/2014,Fire,3
28/06/2014,False Alarm,26
01/07/2014,False Alarm,13
11/07/2014,Fire,5
17/01/2014,False Alarm,24
19/02/2014,Fire,2
21/02/2014,Fire,4
09/03/2014,False Alarm,27
23/03/2014,False Alarm,18
13/05/2014,Fire,4
26/06/2014,False Alarm,24
30/06/2014,False Alarm,17
25/07/2014,Fire,7
31/07/2014,Medical/Rescue,83
06/08/2014,Medical/Rescue,80
06/09/2013,Fire,3
15/01/2014,Investigation,4
07/02/2014,False Alarm,29
10/02/2014,Investigation,8
02/04/2014,Fire,2
15/04/2014,Fire,7
24/04/2014,Fire,7
18/05/2014,False Alarm,20
23/06/2014,Fire,5
14/08/2014,False Alarm,25
22/08/2014,Fire,2
30/08/2014,False Alarm,20
12/02/2014,Fire,4
17/02/2014,False Alarm,21
20/02/2014,Fire,5
25/02/2014,Fire,2
28/02/2014,Fire,5
11/03/2014,Fire,6
23/05/2014,Fire,7
31/05/2014,Investigation,26
06/06/2014,Investigation,19
12/06/2014,Fire,11
27/06/2014,Fire,5
01/07/2014,Fire,7
20/07/2014,Fire,3
05/02/2014,Fire,5
27/02/2014,Fire,4
18/03/2014,False Alarm,27
15/05/2014,Fire,10
19/05/2014,Fire,5
11/06/2014,Fire,10
20/06/2014,Investigation,12
09/07/2014,Fire,5
20/07/2014,Investigation,14
25/08/2014,False Alarm,28
30/08/2014,Medical/Rescue,73
14/09/2014,Hazardous Condition,43
22/09/2014,False Alarm,14
04/10/2014,Investigation,11
01/02/2014,Fire,5
30/03/2014,False Alarm,22
10/04/2014,Severe Weather,1
23/08/2014,Fire,3
08/09/2014,Investigation,22
08/09/2014,Medical/Rescue,86
15/09/2014,False Alarm,26
12/10/2014,Fire,3
28/02/2014,False Alarm,21
25/03/2014,Fire,3
28/03/2014,Investigation,5
09/04/2014,Rupture/Explosion,1
15/04/2014,Investigation,4
19/04/2014,Fire,5
14/05/2014,Medical/Rescue,66
27/05/2014,Medical/Rescue,73
06/06/2014,Fire,5
05/07/2014,Fire,7
15/08/2014,Fire,3
20/08/2014,Fire,4
30/08/2014,Investigation,13
08/10/2014,False Alarm,24
21/10/2014,Fire,5
26/10/2013,Fire,9
24/03/2014,Fire,5
30/03/2014,Medical/Rescue,61
04/04/2014,Investigation,15
22/05/2014,Fire,7
23/05/2014,Investigation,25
05/06/2014,Hazardous Condition,17
03/07/2014,False Alarm,28
06/07/2014,Medical/Rescue,85
30/08/2014,Fire,2
23/09/2014,Hazardous Condition,38
30/09/2014,Fire,4
28/03/2014,Fire,1
03/04/2014,False Alarm,20
07/04/2014,Fire,8
09/05/2014,Fire,7
02/06/2014,False Alarm,15
04/07/2014,Fire,10
12/08/2014,Medical/Rescue,82
03/09/2014,Rupture/Explosion,1
15/11/2013,Fire,4
13/03/2014,Fire,6
15/05/2014,Investigation,17
08/06/2014,Fire,7
25/07/2014,False Alarm,28
04/09/2014,Fire,4
22/03/2014,Fire,2
05/04/2014,Investigation,10
09/04/2014,Fire,11
16/05/2014,False Alarm,19
27/05/2014,Fire,9
21/06/2014,Fire,4
02/07/2014,Fire,3
28/07/2014,False Alarm,19
09/08/2014,Fire,5
06/09/2014,Medical/Rescue,86
17/09/2014,Fire,7
05/12/2013,Fire,9
15/04/2014,False Alarm,27
12/05/2014,Investigation,11
27/05/2014,False Alarm,23
02/06/2014,Fire,6
06/07/2014,Fire,4
18/07/2014,Medical/Rescue,84
03/08/2014,Fire,5
08/08/2014,Fire,6
17/08/2014,Fire,9
15/09/2014,Fire,5
19/09/2014,False Alarm,15
20/09/2014,Hazardous Condition,26
27/11/2014,Fire,3
11/04/2014,False Alarm,25
03/07/2014,Medical/Rescue,81
21/07/2014,False Alarm,19
20/08/2014,False Alarm,29
28/09/2014,Fire,5
07/10/2014,False Alarm,13
09/11/2014,False Alarm,25
20/11/2014,Fire,4
24/11/2014,Fire,3
22/04/2014,Fire,7
12/05/2014,Fire,8
26/05/2014,Fire,4
10/06/2014,Fire,6
16/06/2014,Fire,5
08/07/2014,Fire,6
18/07/2014,Fire,3
12/11/2014,False Alarm,35
02/05/2014,Fire,6
22/05/2014,False Alarm,22
26/05/2014,False Alarm,23
20/06/2014,Fire,4
10/07/2014,Fire,5
24/07/2014,False Alarm,28
29/07/2014,Fire,8
24/08/2014,Fire,5
01/09/2014,False Alarm,16
14/09/2014,Fire,8
24/09/2014,Fire,3
29/09/2014,Fire,4
11/11/2014,False Alarm,29
19/11/2014,Fire,4
20/11/2014,Hazardous Condition,23
24/05/2014,Fire,2
01/06/2014,Fire,3
04/06/2014,Investigation,19
09/07/2014,False Alarm,38
14/07/2014,False Alarm,15
23/08/2014,Investigation,18
02/09/2014,Fire,4
16/09/2014,False Alarm,21
27/11/2014,Investigation,11
19/12/2014,False Alarm,23
21/05/2014,Fire,8
03/06/2014,Investigation,20
07/06/2014,Fire,7
20/06/2014,False Alarm,27
30/06/2014,Fire,8
13/07/2014,Fire,18
19/07/2014,Fire,5
24/07/2014,Fire,7
02/08/2014,Fire,6
10/08/2014,False Alarm,16
13/08/2014,Fire,6
15/08/2014,False Alarm,27
20/09/2014,Fire,8
24/09/2014,False Alarm,24
04/10/2014,Fire,7
02/12/2014,Fire,4
24/12/2014,Fire,8
10/01/2015,Investigation,6
13/06/2014,Fire,5
19/06/2014,Severe Weather,1
24/06/2014,Fire,3
22/07/2014,Fire,5
08/08/2014,Rupture/Explosion,1
26/09/2014,Investigation,12
16/10/2014,False Alarm,22
22/10/2014,Fire,6
13/12/2014,Hazardous Condition,19
22/12/2014,Fire,3
03/01/2015,False Alarm,22
26/06/2014,Fire,4
12/07/2014,Fire,9
14/07/2014,Investigation,14
14/08/2014,Fire,6
18/08/2014,False Alarm,28
27/08/2014,Fire,8
29/09/2014,False Alarm,13
03/10/2014,Fire,2
05/10/2014,Hazardous Condition,22
09/10/2014,False Alarm,19
24/10/2014,Hazardous Condition,32
13/11/2014,Fire,5
14/12/2014,Fire,2
21/12/2014,Medical/Rescue,104
08/01/2015,Fire,6
23/07/2014,Fire,8
06/09/2014,Fire,10
09/09/2014,Fire,3
17/10/2014,False Alarm,25
01/11/2014,Fire,5
12/11/2014,Fire,4
17/11/2014,Fire,4
22/11/2014,Medical/Rescue,113
05/01/2015,False Alarm,26
14/08/2014,Investigation,12
02/10/2014,Fire,7
11/11/2014,Fire,3
16/11/2014,Fire,1
13/12/2014,Fire,6
07/01/2015,False Alarm,30
14/01/2015,False Alarm,24
14/03/2014,Fire,8
11/07/2014,False Alarm,22
25/08/2014,Fire,2
04/09/2014,False Alarm,27
07/09/2014,False Alarm,13
14/09/2014,False Alarm,20
25/09/2014,Fire,7
26/10/2014,Fire,12
27/11/2014,False Alarm,17
16/12/2014,Investigation,12
23/12/2014,Fire,1
26/01/2015,Fire,3
12/02/2015,Medical/Rescue,81
24/02/2015,Fire,3
24/03/2014,False Alarm,22
21/07/2014,Fire,2
11/08/2014,False Alarm,17
16/08/2014,Fire,3
13/09/2014,Fire,3
16/09/2014,Severe Weather,3
13/10/2014,Fire,8
17/10/2014,Investigation,18
23/10/2014,Fire,9
19/12/2014,Investigation,11
24/01/2015,Fire,4
03/03/2015,Fire,7
21/08/2014,Fire,2
26/08/2014,Fire,7
05/09/2014,False Alarm,32
07/09/2014,Investigation,18
05/10/2014,Investigation,15
26/11/2014,False Alarm,12
11/12/2014,Fire,3
10/01/2015,Fire,3
02/03/2015,Fire,5
01/10/2014,Investigation,8
29/10/2014,Medical/Rescue,68
09/11/2014,Hazardous Condition,35
07/12/2014,False Alarm,22
22/12/2014,False Alarm,20
27/12/2014,Investigation,14
01/01/2015,Investigation,7
16/01/2015,Fire,3
18/01/2015,False Alarm,17
10/02/2015,False Alarm,23
19/08/2014,Fire,1
31/08/2014,False Alarm,9
10/09/2014,Fire,14
05/10/2014,Fire,7
25/10/2014,Fire,2
02/11/2014,Fire,4
22/11/2014,Fire,6
05/12/2014,False Alarm,22
09/12/2014,Fire,3
06/01/2015,False Alarm,22
15/01/2015,False Alarm,22
19/01/2015,Investigation,10
29/01/2015,Fire,6
16/02/2015,False Alarm,9
26/02/2015,False Alarm,26
26/11/2014,Fire,2
06/12/2014,False Alarm,19
18/01/2015,Fire,4
08/09/2014,Fire,4
27/09/2014,Fire,10
09/10/2014,Fire,5
21/11/2014,Rupture/Explosion,1
09/12/2014,False Alarm,19
02/02/2015,Medical/Rescue,97
15/02/2015,Fire,5
09/03/2015,Hazardous Condition,19
16/10/2014,Fire,5
24/10/2014,Fire,7
01/11/2014,False Alarm,23
02/11/2014,Investigation,16
29/11/2014,Fire,6
09/01/2015,Fire,4
28/01/2015,Fire,4
08/02/2015,False Alarm,19
12/02/2015,Investigation,6
16/02/2015,Investigation,15
25/02/2015,Fire,4
17/03/2015,Investigation,7
31/03/2015,Fire,12
06/04/2015,Medical/Rescue,96
03/06/2014,Fire,4
11/10/2014,Fire,6
03/11/2014,Fire,5
10/12/2014,Fire,7
12/12/2014,Fire,2
04/01/2015,Hazardous Condition,22
22/01/2015,Fire,3
16/02/2015,Medical/Rescue,65
23/02/2015,Fire,6
12/03/2015,Fire,4
18/03/2015,Fire,6
06/10/2014,Fire,4
10/11/2014,Fire,2
28/11/2014,Fire,1
30/11/2014,Investigation,9
08/12/2014,Medical/Rescue,93
20/12/2014,Rupture/Explosion,1
05/02/2015,Fire,1
21/02/2015,Investigation,5
09/04/2015,Fire,8
22/04/2015,Fire,12
27/10/2014,False Alarm,19
07/12/2014,Fire,9
08/12/2014,Fire,4
04/01/2015,Investigation,10
19/01/2015,Fire,4
21/03/2015,Fire,17
11/04/2015,Fire,14
17/12/2014,Fire,1
30/12/2014,Rupture/Explosion,1
01/02/2015,Fire,2
06/02/2015,False Alarm,24
13/02/2015,Fire,4
14/02/2015,Hazardous Condition,16
19/02/2015,Fire,1
20/04/2015,Fire,7
25/11/2014,Fire,1
30/11/2014,Fire,7
07/01/2015,Hazardous Condition,22
23/01/2015,False Alarm,31
12/02/2015,Fire,9
22/02/2015,Fire,5
27/03/2015,Fire,8
28/04/2015,Hazardous Condition,21
28/05/2015,Medical/Rescue,88
14/11/2014,Fire,9
06/12/2014,Fire,8
21/12/2014,Fire,7
28/12/2014,Fire,3
28/01/2015,False Alarm,22
02/02/2015,Investigation,8
14/03/2015,Fire,9
13/12/2014,False Alarm,26
20/12/2014,Fire,3
26/12/2014,Fire,4
30/12/2014,Fire,6
23/01/2015,Fire,4
12/02/2015,False Alarm,22
12/03/2015,False Alarm,21
05/12/2014,Fire,5
23/12/2014,False Alarm,22
17/01/2015,Medical/Rescue,88
25/01/2015,Fire,2
21/02/2015,Fire,5
01/03/2015,False Alarm,11
03/05/2015,Investigation,13
09/05/2015,Fire,2
25/05/2015,Fire,8
03/06/2015,False Alarm,25
29/12/2014,Fire,6
20/01/2015,Fire,5
11/02/2015,Fire,1
26/02/2015,Fire,1
10/03/2015,Fire,4
30/03/2015,False Alarm,14
17/05/2015,Fire,3
04/06/2015,False Alarm,22
09/06/2015,Investigation,17
01/09/2014,Fire,9
06/01/2015,Fire,3
21/02/2015,False Alarm,23
01/03/2015,Fire,2
16/04/2015,Fire,11
27/04/2015,False Alarm,24
16/05/2015,Fire,4
25/06/2015,Fire,3
14/07/2015,Fire,6
11/09/2014,Fire,5
05/01/2015,Fire,3
28/02/2015,Fire,3
05/03/2015,Investigation,12
26/03/2015,Fire,3
02/04/2015,Fire,2
09/04/2015,False Alarm,20
29/04/2015,Investigation,14
10/05/2015,False Alarm,17
01/06/2015,False Alarm,16
03/06/2015,Fire,4
21/06/2015,False Alarm,20
02/02/2015,Fire,5
07/02/2015,Investigation,15
11/02/2015,False Alarm,23
23/02/2015,Medical/Rescue,82
28/02/2015,False Alarm,18
07/03/2015,Fire,13
25/03/2015,Fire,5
31/03/2015,False Alarm,25
31/03/2015,Investigation,22
28/05/2015,Fire,6
09/06/2015,Fire,9
28/06/2015,Medical/Rescue,114
22/08/2011,Fire,8
22/08/2011,Hazardous Condition,16
22/08/2011,Investigation,23
22/08/2011,Medical/Rescue,76
22/08/2011,Public Service Assistance,14
23/08/2011,False Alarm,20
23/08/2011,Hazardous Condition,24
01/04/2015,Fire,6
22/07/2015,Fire,3
31/07/2015,Fire,4
28/04/2015,False Alarm,19
15/05/2015,Investigation,12
17/05/2015,Investigation,18
13/06/2015,Investigation,10
20/06/2015,Fire,2
08/07/2015,False Alarm,24
12/07/2015,Public Service Assistance,19
13/07/2015,False Alarm,20
19/10/2014,False Alarm,24
13/03/2015,Fire,5
20/03/2015,Fire,2
05/04/2015,Fire,6
14/04/2015,Fire,4
09/05/2015,False Alarm,22
28/05/2015,False Alarm,24
09/03/2015,False Alarm,21
28/03/2015,Fire,5
08/04/2015,Fire,3
12/05/2015,False Alarm,23
30/05/2015,False Alarm,17
01/06/2015,Investigation,12
06/06/2015,Fire,3
12/07/2015,Fire,7
29/07/2015,False Alarm,19
15/08/2015,Fire,4
08/11/2014,Fire,1
06/03/2015,Fire,5
30/03/2015,Fire,4
07/04/2015,Fire,4
24/04/2015,False Alarm,14
19/05/2015,False Alarm,21
27/05/2015,Investigation,23
28/06/2015,Investigation,15
10/07/2015,Fire,6
05/08/2015,Hazardous Condition,24
18/11/2014,Fire,4
29/03/2015,Fire,5
04/04/2015,Fire,7
08/04/2015,False Alarm,28
12/04/2015,Fire,10
03/05/2015,Fire,8
07/05/2015,Fire,10
12/06/2015,False Alarm,24
13/07/2015,Investigation,17
20/07/2015,Fire,11
23/07/2015,Fire,3
13/08/2015,Hazardous Condition,24
13/08/2015,Investigation,11
19/08/2015,False Alarm,38
06/04/2015,Fire,2
18/04/2015,Fire,3
05/05/2015,Fire,5
12/06/2015,Fire,4
26/08/2015,Fire,5
23/09/2015,Fire,3
22/05/2015,Fire,8
24/05/2015,Fire,9
07/06/2015,Fire,8
19/06/2015,Fire,4
26/06/2015,Fire,5
04/07/2015,Fire,2
05/07/2015,Hazardous Condition,22
13/07/2015,Fire,5
02/08/2015,Fire,7
08/08/2015,False Alarm,14
26/04/2015,Fire,8
08/05/2015,Fire,4
13/05/2015,False Alarm,19
05/06/2015,Fire,7
06/09/2015,Hazardous Condition,20
06/09/2015,Investigation,12
25/09/2015,False Alarm,26
03/10/2015,Fire,5
13/05/2015,Fire,2
18/05/2015,Fire,10
04/06/2015,Fire,8
10/06/2015,Investigation,14
15/06/2015,Severe Weather,2
06/07/2015,False Alarm,33
11/08/2015,Fire,2
17/08/2015,Fire,3
25/08/2015,Fire,6
07/09/2015,False Alarm,16
20/09/2015,Fire,6
22/09/2015,Fire,6
08/10/2015,Fire,3
07/01/2015,Fire,2
02/06/2015,False Alarm,23
25/07/2015,Fire,6
06/08/2015,Medical/Rescue,77
20/08/2015,False Alarm,33
24/09/2015,False Alarm,25
29/09/2015,False Alarm,23
15/05/2015,Fire,3
31/05/2015,Investigation,20
07/06/2015,False Alarm,16
11/06/2015,Fire,9
16/06/2015,Fire,12
24/06/2015,Fire,2
30/06/2015,Severe Weather,6
06/07/2015,Fire,7
30/07/2015,Fire,8
06/08/2015,Fire,4
13/08/2015,Fire,12
24/08/2015,Fire,4
02/09/2015,False Alarm,22
24/09/2015,Fire,5
07/10/2015,Fire,1
27/01/2015,Fire,2
25/05/2015,False Alarm,17
22/06/2015,False Alarm,16
03/07/2015,Fire,5
16/07/2015,False Alarm,31
22/08/2015,Medical/Rescue,63
27/08/2015,Fire,5
02/09/2015,Fire,1
15/09/2015,Public Service Assistance,13
05/10/2015,False Alarm,30
14/10/2015,Fire,4
18/06/2015,Fire,2
25/06/2015,False Alarm,20
27/06/2015,Fire,4
08/07/2015,Medical/Rescue,109
19/09/2015,False Alarm,30
03/11/2015,Fire,3
05/11/2015,Fire,6
16/02/2015,Fire,3
28/06/2015,False Alarm,24
09/07/2015,Fire,7
10/08/2015,False Alarm,18
21/08/2015,Fire,8
28/08/2015,False Alarm,22
14/09/2015,Fire,2
09/10/2015,False Alarm,21
24/10/2015,Fire,4
19/11/2015,False Alarm,22
12/07/2015,False Alarm,40
19/08/2015,Fire,5
08/09/2015,Fire,3
04/10/2015,Hazardous Condition,16
30/10/2015,Fire,5
02/11/2015,Hazardous Condition,29
11/07/2015,Fire,12
12/07/2015,Severe Weather,11
24/07/2015,False Alarm,28
28/07/2015,Fire,9
16/08/2015,Fire,8
18/08/2015,Fire,2
19/09/2015,Fire,3
27/10/2015,Fire,1
19/03/2015,Fire,5
24/07/2015,Medical/Rescue,80
03/08/2015,False Alarm,17
06/08/2015,Investigation,14
11/08/2015,Investigation,16
04/09/2015,Fire,3
05/09/2015,Investigation,8
08/09/2015,Medical/Rescue,77
17/09/2015,Fire,2
09/10/2015,Fire,9
21/10/2015,False Alarm,19
25/10/2015,False Alarm,22
28/10/2015,False Alarm,30
18/11/2015,Medical/Rescue,96
18/11/2015,Public Service Assistance,11
04/12/2015,Fire,3
29/03/2015,False Alarm,15
20/08/2015,Fire,1
17/09/2015,False Alarm,22
21/09/2015,Fire,5
28/10/2015,Medical/Rescue,78
31/10/2015,Investigation,15
01/04/2019,Fire,3
07/08/2015,False Alarm,18
12/08/2015,Fire,4
23/08/2015,Fire,3
31/08/2015,Fire,6
29/11/2015,Fire,3
03/12/2015,Hazardous Condition,14
05/12/2015,Fire,1
19/12/2015,False Alarm,20
01/01/2016,Fire,4
22/08/2015,Fire,3
25/08/2015,Severe Weather,1
28/08/2015,Fire,2
30/08/2015,False Alarm,18
03/09/2015,Fire,7
22/11/2015,Fire,6
12/12/2015,Hazardous Condition,14
14/12/2015,Fire,1
09/09/2015,False Alarm,29
11/09/2015,Fire,4
13/10/2015,Fire,4
13/11/2015,False Alarm,27
20/12/2015,Severe Weather,1
28/12/2015,Fire,1
30/12/2015,Hazardous Condition,16
25/08/2015,False Alarm,31
16/09/2015,Fire,2
18/09/2015,False Alarm,40
04/10/2015,False Alarm,23
23/10/2015,False Alarm,22
27/10/2015,Investigation,9
02/11/2015,Fire,5
04/11/2015,Severe Weather,1
08/11/2015,Fire,4
15/11/2015,False Alarm,18
18/11/2015,False Alarm,38
27/11/2015,Fire,2
17/12/2015,Fire,2
09/01/2016,Fire,2
15/09/2015,Fire,2
18/09/2015,Fire,6
29/10/2015,False Alarm,32
15/11/2015,Investigation,16
21/11/2015,Fire,2
08/12/2015,Fire,4
19/12/2015,Fire,6
03/01/2016,Fire,4
04/01/2016,Public Service Assistance,3
05/01/2016,False Alarm,23
13/09/2015,Fire,2
27/09/2015,False Alarm,17
29/09/2015,Fire,4
02/10/2015,Fire,3
04/10/2015,Fire,5
25/10/2015,Fire,3
25/11/2015,Fire,4
21/12/2015,Fire,4
25/12/2015,Fire,5
07/01/2016,Fire,5
11/01/2016,False Alarm,28
13/01/2016,Fire,1
23/01/2016,Fire,3
26/11/2015,Fire,3
19/01/2016,Public Service Assistance,3
20/01/2016,Severe Weather,3
04/02/2016,False Alarm,25
17/06/2015,Fire,4
12/10/2015,Fire,1
23/10/2015,Investigation,22
22/11/2015,Severe Weather,1
07/12/2015,False Alarm,24
11/12/2015,Fire,6
20/12/2015,False Alarm,24
31/12/2015,Fire,1
08/01/2016,Fire,2
12/01/2016,False Alarm,27
17/01/2016,Fire,2
29/01/2016,Hazardous Condition,21
16/02/2016,Fire,1
02/12/2015,Fire,2
27/12/2015,Medical/Rescue,77
16/01/2016,False Alarm,18
05/02/2016,Fire,2
05/02/2016,Medical/Rescue,82
05/02/2016,Severe Weather,1
21/10/2015,Fire,3
31/10/2015,Fire,6
03/12/2015,Fire,6
05/12/2015,Investigation,10
20/12/2015,Fire,3
27/12/2015,Fire,4
05/01/2016,Investigation,9
19/01/2016,Fire,2
29/01/2016,False Alarm,29
03/02/2016,Fire,1
04/02/2016,Investigation,7
15/07/2015,Fire,3
01/11/2015,Fire,5
23/11/2015,Investigation,9
07/12/2015,Fire,3
22/12/2015,Hazardous Condition,21
09/01/2016,False Alarm,41
10/01/2016,Medical/Rescue,78
12/01/2016,Investigation,18
16/01/2016,Medical/Rescue,82
24/02/2016,Medical/Rescue,73
13/03/2016,False Alarm,14
22/12/2015,Fire,7
24/12/2015,Fire,2
06/01/2016,Fire,2
16/01/2016,Fire,2
24/01/2016,Investigation,8
03/02/2016,Severe Weather,1
17/02/2016,Fire,2
27/02/2016,Investigation,5
20/03/2016,False Alarm,14
18/11/2015,Fire,2
28/11/2015,Fire,3
08/12/2015,False Alarm,22
21/01/2016,Fire,3
26/02/2016,Investigation,15
13/12/2015,Fire,1
16/12/2015,False Alarm,32
18/12/2015,Fire,3
18/01/2016,False Alarm,30
21/02/2016,False Alarm,21
15/01/2016,Fire,2
16/01/2016,Severe Weather,2
24/01/2016,Fire,2
26/02/2016,Medical/Rescue,92
04/03/2016,Fire,5
03/04/2016,Fire,6
09/03/2016,False Alarm,17
03/04/2016,Hazardous Condition,15
23/03/2016,False Alarm,26
27/03/2016,Fire,5
30/03/2016,Fire,8
23/02/2016,False Alarm,22
04/04/2016,Fire,9
11/04/2016,Severe Weather,1
22/04/2016,Investigation,12
03/05/2016,Fire,8
11/05/2016,Fire,10
18/05/2016,Fire,7
03/03/2016,Hazardous Condition,22
05/03/2016,Rupture/Explosion,1
18/03/2016,Fire,5
28/03/2016,Medical/Rescue,73
02/04/2016,Fire,12
13/04/2016,Fire,4
23/05/2016,Medical/Rescue,64
26/05/2016,Fire,2
23/08/2011,Investigation,22
23/08/2011,Medical/Rescue,67
25/05/2016,False Alarm,19
02/06/2016,False Alarm,38
16/10/2015,False Alarm,29
14/02/2016,Fire,8
29/02/2016,False Alarm,26
03/03/2016,False Alarm,15
13/03/2016,Medical/Rescue,72
22/03/2016,False Alarm,22
01/04/2016,Investigation,11
06/05/2016,False Alarm,15
28/02/2016,Fire,1
05/03/2016,Fire,5
10/03/2016,False Alarm,25
22/03/2016,Hazardous Condition,12
12/04/2016,Fire,5
21/04/2016,False Alarm,30
22/04/2016,Fire,3
22/05/2016,Fire,2
29/05/2016,Investigation,17
01/04/2016,Fire,4
11/04/2016,Fire,7
14/04/2016,Investigation,13
20/04/2016,False Alarm,24
26/04/2016,Fire,3
25/05/2016,Fire,4
06/06/2016,Public Service Assistance,23
07/06/2016,False Alarm,27
24/06/2016,Fire,5
18/03/2016,False Alarm,33
10/04/2016,False Alarm,10
17/04/2016,Fire,9
25/04/2016,Fire,2
13/05/2016,Fire,6
17/05/2016,Fire,9
21/05/2016,Fire,1
24/05/2016,Fire,6
06/06/2016,False Alarm,31
15/06/2016,Hazardous Condition,15
21/06/2016,Fire,5
06/07/2016,Fire,2
23/11/2015,Fire,2
10/03/2016,Fire,6
19/03/2016,Fire,4
06/04/2016,Fire,4
09/04/2016,Fire,5
30/04/2016,Fire,9
26/05/2016,False Alarm,32
04/06/2016,Investigation,16
22/06/2016,Fire,3
05/07/2016,Fire,1
11/07/2016,Fire,3
08/05/2016,Medical/Rescue,77
09/05/2016,Fire,8
16/05/2016,Fire,6
13/06/2016,Fire,3
29/06/2016,Medical/Rescue,85
12/12/2015,Fire,4
29/03/2016,False Alarm,15
07/04/2016,False Alarm,23
10/05/2016,Fire,5
23/05/2016,Fire,4
28/05/2016,Fire,3
09/06/2016,Fire,5
25/06/2016,Investigation,7
09/07/2016,Fire,4
22/07/2016,Fire,4
27/07/2016,Fire,1
06/05/2016,Fire,7
12/05/2016,Fire,4
15/05/2016,Rupture/Explosion,1
28/05/2016,False Alarm,17
31/05/2016,Fire,2
25/06/2016,Fire,1
30/06/2016,Medical/Rescue,88
02/07/2016,Rupture/Explosion,1
16/07/2016,Hazardous Condition,18
21/07/2016,False Alarm,28
16/04/2016,Fire,8
25/04/2016,False Alarm,17
27/04/2016,Fire,3
07/05/2016,Fire,13
